Country Name,Country Code,Series,Series Code,1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016]
Afghanistan,AFG,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,17.01784,..,..,..,..,..
Afghanistan,AFG,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,45.4171,..,..,..,..,..
Albania,ALB,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,98.25227,..,..,..,..,..,..,94.68181,..,..,95.69148,96.13607,..,..,..,..
Albania,ALB,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,99.18761,..,..,..,..,..,..,97.3062,..,..,98.00816,98.35261,..,..,..,..
Algeria,DZA,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,35.83992,..,..,..,..,..,..,..,..,..,..,..,..,..,..,60.07508,..,..,..,63.91879,..,67.54875,..,..,..,..,..,..,..,..
Algeria,DZA,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,63.37743,..,..,..,..,..,..,..,..,..,..,..,..,..,..,79.18669,..,..,..,81.28404,..,82.61584,..,..,..,..,..,..,..,..
American Samoa,ASM,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Andorra,AND,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Andorra,AND,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Angola,AGO,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,54.19449,..,..,..,..,..,..,..,..,..,..,..,..,53.40721,..,..
Angola,AGO,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,82.91987,..,..,..,..,..,..,..,..,..,..,..,..,79.97415,..,..
Antigua and Barbuda,ATG,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,99.42,..,..,..,..,..,..,..,..,..,99.42,..,..,..,99.42,..
Antigua and Barbuda,ATG,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,98.4,..,..,..,..,..,..,..,..,..,98.4,..,..,..,98.4,..
Arab World,ARB,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,37.53049,38.59246,39.6297,40.73368,41.93895,43.12672,43.41931,44.56913,45.68163,47.51375,48.45022,49.87384,51.21185,52.73536,53.82067,55.24859,57.60603,58.91684,58.81217,58.69217,59.10822,60.44632,58.96982,60.23765,62.43845,66.09428,65.23873,67.73675,65.56704,67.35149
Arab World,ARB,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,63.798,64.6877,65.44161,66.26206,67.25409,67.93773,69.06322,69.58361,70.45636,71.45632,72.15028,73.11082,73.86504,74.31934,75.50509,76.34221,79.28657,79.82849,78.92235,76.96445,77.55345,78.09182,76.95943,77.51075,78.91648,82.10152,82.00065,83.10075,80.81003,81.74517
Argentina,ARG,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,..,..,..,..,95.917,..,..,..,..,..,..,..,..,..,97.19341,..,..,..,..,98.51077,..,..,99.00176,98.92807,98.99984,99.09995,99.09121,98.93282,99.20877,99.1431
Argentina,ARG,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,..,..,..,..,96.17406,..,..,..,..,..,..,..,..,..,97.1932,..,..,..,..,98.72719,..,..,98.96272,98.98532,99.22831,99.11113,99.15603,99.06125,99.14825,99.10499
Armenia,ARM,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,..,..,98.15014,..,..,..,..,..,..,..,..,..,..,..,99.16107,..,..,..,..,..,..,..,..,..,99.69035,..,..,..,..,..
Armenia,ARM,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,..,..,99.40385,..,..,..,..,..,..,..,..,..,..,..,99.67223,..,..,..,..,..,..,..,..,..,99.80608,..,..,..,..,..
Aruba,ABW,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,97.07136,..,..,..,..,..,..,..,..,..,96.71978,..,..,..,..,..,..
Aruba,ABW,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,97.5374,..,..,..,..,..,..,..,..,..,96.94053,..,..,..,..,..,..
Australia,AUS,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Australia,AUS,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Austria,AUT,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Austria,AUT,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Azerbaijan,AZE,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,98.17478,..,..,..,..,..,..,..,99.38394,..,99.68215,99.69263,99.70496,99.70286,99.71682,99.71966,99.71714,99.71955
Azerbaijan,AZE,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,99.47242,..,..,..,..,..,..,..,99.82097,..,99.84267,99.85444,99.85666,99.85285,99.86592,99.86201,99.86263,99.86405
"Bahamas, The",BHS,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Bahamas, The",BHS,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Bahrain,BHR,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,..,..,..,..,76.93232,..,..,..,..,..,..,..,..,..,83.55742,..,..,..,..,..,..,..,..,89.01044,..,..,..,..,..,94.28152
Bahrain,BHR,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,..,..,..,..,88.53737,..,..,..,..,..,..,..,..,..,88.55411,..,..,..,..,..,..,..,..,92.14544,..,..,..,..,..,98.55192
Bangladesh,BGD,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,..,..,..,..,25.83898,..,..,..,..,..,..,..,..,..,40.82335,..,..,..,..,..,43.74085,..,..,..,55.11944,54.23604,57.789,57.86093,62.25299,69.89721
Bangladesh,BGD,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,..,..,..,..,44.31428,..,..,..,..,..,..,..,..,..,53.89609,..,..,..,..,..,49.83233,..,..,..,62.48306,61.54287,64.21377,64.36509,68.05536,75.61885
Barbados,BRB,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,..,..,..,..,..,..,..,99.6,..,..,..,..,..,..,..,..,..,99.6,..,..,..,..,..,..,..,..,..,99.6,..,..
Barbados,BRB,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,..,..,..,..,..,..,..,99.6,..,..,..,..,..,..,..,..,..,99.6,..,..,..,..,..,..,..,..,..,99.6,..,..
Belarus,BLR,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,..,..,96.62822,..,..,..,..,..,..,..,..,..,99.41972,..,..,..,..,..,..,..,..,..,99.49399,..,..,..,..,..,..,..
Belarus,BLR,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,..,..,99.38418,..,..,..,..,..,..,..,..,..,99.79211,..,..,..,..,..,..,..,..,..,99.76369,..,..,..,..,..,..,..
Belgium,BEL,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Belgium,BEL,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Belize,BLZ,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,..,..,..,..,70.32839,..,..,..,..,..,..,..,..,77.12273,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Belize,BLZ,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,..,..,..,..,70.26877,..,..,..,..,..,..,..,..,76.68373,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Benin,BEN,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,..,..,..,..,..,16.56512,..,..,..,..,..,..,..,..,..,23.30014,..,..,..,18.44291,..,..,..,..,..,22.09388,..,..,..,..
Benin,BEN,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,..,..,..,..,..,39.90332,..,..,..,..,..,..,..,..,..,47.86596,..,..,..,40.61617,..,..,..,..,..,44.96026,..,..,..,..
Bermuda,BMU,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Bermuda,BMU,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Bhutan,BTN,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,38.68066,..,..,..,..,..,..,45.20451,..,..,..,..
Bhutan,BTN,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,65.04778,..,..,..,..,..,..,66.00306,..,..,..,..
Bolivia,BOL,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,..,..,..,..,..,72.31322,..,..,..,..,..,..,..,..,80.65438,..,..,..,..,..,85.98594,86.83175,86.82146,..,88.0802,91.87327,..,..,88.58286,..
Bolivia,BOL,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,..,..,..,..,..,88.15559,..,..,..,..,..,..,..,..,93.05747,..,..,..,..,..,96.03626,94.95543,95.80364,..,96.60105,97.10705,..,..,96.52275,..
Bosnia and Herzegovina,BIH,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,..,..,..,..,81.95933,..,..,..,..,..,..,..,..,94.35994,..,..,..,..,..,..,..,..,..,..,96.80371,..,94.91049,..,..,..
Bosnia and Herzegovina,BIH,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,..,..,..,..,96.30542,..,..,..,..,..,..,..,..,99.03371,..,..,..,..,..,..,..,..,..,..,99.54133,..,99.17628,..,..,..
Botswana,BWA,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,..,..,..,..,71.29924,..,..,..,..,..,..,..,..,..,..,..,81.80795,..,..,..,..,..,..,..,..,..,87.45121,..,..,..
Botswana,BWA,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,..,..,..,..,65.38694,..,..,..,..,..,..,..,..,..,..,..,80.43011,..,..,..,..,..,..,..,..,..,86.12214,..,..,..
Brazil,BRA,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,86.50005,..,..,..,88.80613,..,89.85559,90.22801,90.21955,90.41122,90.6817,91.63315,91.6249,91.76496,92.06052,92.34379,93.0212
Brazil,BRA,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,86.22798,..,..,..,88.40946,..,89.35324,89.77214,89.83787,90.17484,90.05618,91.16898,91.02567,91.17796,91.36677,91.72516,92.57516
British Virgin Islands,VGB,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
British Virgin Islands,VGB,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Brunei Darussalam,BRN,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,..,..,..,..,82.46136,..,..,..,..,..,..,..,..,..,90.16155,..,..,..,..,..,..,..,..,..,94.65248,..,..,..,..,..
Brunei Darussalam,BRN,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,..,..,..,..,92.45219,..,..,..,..,..,..,..,..,..,95.15042,..,..,..,..,..,..,..,..,..,97.42816,..,..,..,..,..
Bulgaria,BGR,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,97.70649,..,..,..,..,..,..,..,..,..,97.9839,..,..,..,..,..
Bulgaria,BGR,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,98.7366,..,..,..,..,..,..,..,..,..,98.74723,..,..,..,..,..
Burkina Faso,BFA,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,..,..,..,..,8.22543,..,..,..,..,8.05798,..,..,..,..,..,..,15.18877,..,16.62224,16.29113,21.02722,..,..,..,..,..,..,26.22025,..,..
Burkina Faso,BFA,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,..,..,..,..,19.62613,..,..,..,..,18.51779,..,..,..,..,..,..,29.362,..,31.37455,29.71436,36.5748,..,..,..,..,..,..,44.37945,..,..
Burundi,BDI,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,..,..,..,27.5293,..,..,..,..,..,..,..,..,..,52.23776,..,..,..,..,..,..,..,43.15719,..,..,..,..,..,54.64166,..,..
Burundi,BDI,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,..,..,..,48.23625,..,..,..,..,..,..,..,..,..,67.30693,..,..,..,..,..,..,..,53.12839,..,..,..,..,..,69.58728,..,..
Cabo Verde,CPV,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,..,..,..,52.99862,..,..,..,..,..,..,..,..,..,69.44456,..,..,..,..,..,..,..,..,..,..,..,80.49622,..,..,82.04222,..
Cabo Verde,CPV,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,..,..,..,74.75927,..,..,..,..,..,..,..,..,..,83.83761,..,..,..,..,..,..,..,..,..,..,..,90.4745,..,..,91.69144,..
Cambodia,KHM,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,56.9925,..,..,..,..,..,64.05099,..,..,..,69.58641,69.10902,..,..,..,..,71.7818,75.03387,..
Cambodia,KHM,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,79.48218,..,..,..,..,..,84.68001,..,..,..,84.98746,83.93268,..,..,..,..,84.81415,86.53244,..
Cameroon,CMR,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,58.72176,..,..,..,..,..,..,63.02206,..,..,64.7995,..,..,..,..,..,..
Cameroon,CMR,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,79.19452,..,..,..,..,..,..,78.94996,..,..,78.32769,..,..,..,..,..,..
Canada,CAN,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Canada,CAN,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Caribbean small states,CSS,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,..,..,..,..,..,..,88.4725,88.5249,88.7929,89.03582,89.27843,89.63451,89.42998,90.13998,90.4184,90.68519,90.94239,91.19782,91.46085,91.63209,92.30979,92.55767,92.76846,92.99177,93.14991,93.03949,92.81675,92.95473,93.06014,..
Caribbean small states,CSS,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,..,..,..,..,..,..,83.94802,83.98334,84.24804,84.50026,84.75361,85.13375,84.82375,85.64268,85.96563,86.26772,86.55734,86.84911,87.19526,87.41068,87.93134,88.21116,88.42651,88.72216,88.97095,89.1394,89.50949,89.73385,89.81063,..
Cayman Islands,CYM,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,99.02148,..,..,..,..,..,..,..,..,..
Cayman Islands,CYM,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,98.72239,..,..,..,..,..,..,..,..,..
Central African Republic,CAF,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,..,20.33688,..,..,..,..,..,..,..,..,..,..,..,35.2909,..,..,..,..,..,..,..,..,..,24.35549,..,..,..,..,..,..
Central African Republic,CAF,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,..,48.0203,..,..,..,..,..,..,..,..,..,..,..,66.78953,..,..,..,..,..,..,..,..,..,50.71271,..,..,..,..,..,..
Central Europe and the Baltics,CEB,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,97.27501,97.15119,97.23714,97.3279,97.40701,97.48421,97.54999,97.62305,97.69566,97.76028,97.82648,97.96174,97.89974,97.9484,97.99531,98.04926,98.08082,98.12267,98.16443,98.18444,98.21891,98.27497,98.54787,98.57723,98.60457,98.62471,98.64154,98.66187,98.68085,98.70232
Central Europe and the Baltics,CEB,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,99.07891,98.99633,99.01936,99.04294,99.05593,99.07706,99.09288,99.10947,99.1262,99.13897,99.14918,99.17835,99.10056,99.12188,99.12759,99.13192,99.13084,99.13134,99.13349,99.12782,99.129,99.14793,99.28217,99.28884,99.29448,99.29646,99.29695,99.29989,99.3031,99.30752
Chad,TCD,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,..,..,..,..,..,..,4.59183,..,..,..,..,..,..,12.79642,..,..,..,17.98058,..,..,..,..,..,..,..,..,..,..,13.93341,13.95523
Chad,TCD,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,..,..,..,..,..,..,18.2606,..,..,..,..,..,..,40.82706,..,..,..,39.36825,..,..,..,..,..,..,..,..,..,..,38.9182,31.32879
Channel Islands,CHI,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Channel Islands,CHI,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Chile,CHL,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,..,..,..,..,..,94.03671,..,..,..,..,..,..,..,..,..,95.64093,..,..,..,..,..,97.74206,97.40083,96.64921,96.53071,..,96.16175,..,96.74396,..
Chile,CHL,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,..,..,..,..,..,94.56307,..,..,..,..,..,..,..,..,..,95.79641,..,..,..,..,..,97.7025,97.88936,96.99425,96.89878,..,96.38801,..,97.02469,..
China,CHN,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,..,..,..,68.07208,..,..,..,..,..,..,..,..,..,86.5266,..,..,..,..,..,..,..,..,..,92.71123,..,..,..,..,..,..
China,CHN,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,..,..,..,87.02498,..,..,..,..,..,..,..,..,..,95.13525,..,..,..,..,..,..,..,..,..,97.47946,..,..,..,..,..,..
Colombia,COL,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,..,..,..,..,..,..,91.1479,..,..,91.314,..,..,..,..,..,..,..,92.71463,92.91125,92.2206,92.84562,93.43537,93.41513,93.48679,93.66713,..,..,94.48466,94.41582,94.89022
Colombia,COL,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,..,..,..,..,..,..,90.97266,..,..,91.0891,..,..,..,..,..,..,..,92.90412,92.77795,92.3928,92.4297,93.31688,93.06254,93.25019,93.48826,..,..,93.8674,94.06317,94.40228
Comoros,COM,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,63.45902,..,..,..,..,..,..,..,..,..,..,..,42.63729,..,..,..,..
Comoros,COM,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,74.51404,..,..,..,..,..,..,..,..,..,..,..,56.4798,..,..,..,..
"Congo, Dem. Rep.",COD,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,54.0609,..,..,..,..,..,46.10425,..,..,..,..,62.91864,..,..,..,66.49998
"Congo, Dem. Rep.",COD,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,80.92324,..,..,..,..,..,76.91569,..,..,..,..,87.90839,..,..,..,88.52469
"Congo, Rep.",COG,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,67.48077,..,..,..,..,..,72.87706,..,..,..,..,..
"Congo, Rep.",COG,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,86.04983,..,..,..,..,..,86.43431,..,..,..,..,..
Costa Rica,CRI,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,95.08079,..,..,..,..,..,..,..,..,..,..,97.50041,..,..,..,..,..
Costa Rica,CRI,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,94.65018,..,..,..,..,..,..,..,..,..,..,97.30633,..,..,..,..,..
Cote d'Ivoire,CIV,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,..,23.43378,..,..,..,..,..,..,..,..,..,28.47667,..,38.61451,..,..,..,..,..,..,..,..,..,..,..,30.46172,..,36.78425,..,..
Cote d'Ivoire,CIV,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,..,44.36354,..,..,..,..,..,..,..,..,..,43.94642,..,60.86066,..,..,..,..,..,..,..,..,..,..,..,51.59267,..,50.7019,..,..
Croatia,HRV,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,..,..,..,..,94.81722,..,..,..,..,..,..,..,..,..,97.0839,..,..,..,..,..,..,..,..,..,98.66591,..,..,..,..,..
Croatia,HRV,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,..,..,..,..,98.75706,..,..,..,..,..,..,..,..,..,99.32059,..,..,..,..,..,..,..,..,..,99.62971,..,..,..,..,..
Cuba,CUB,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,99.79092,..,..,..,..,..,..,..,..,..,99.79988,..,..,..,..
Cuba,CUB,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,99.80731,..,..,..,..,..,..,..,..,..,99.70606,..,..,..,..
Curacao,CUW,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Curacao,CUW,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Cyprus,CYP,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,..,..,..,..,..,91.00178,..,..,..,..,..,..,..,..,95.07966,..,..,..,..,..,..,..,..,..,98.11623,..,..,..,..,..
Cyprus,CYP,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,..,..,..,..,..,97.83059,..,..,..,..,..,..,..,..,98.63104,..,..,..,..,..,..,..,..,..,99.28615,..,..,..,..,..
