Country Name,Country Code,Series,Series Code,1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016]
Iceland,ISL,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Iceland,ISL,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
IDA & IBRD total,IBT,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,57.43921,59.9927,60.79259,..,62.22041,62.84104,63.42309,64.06628,..,65.39154,68.92304,70.38745,..,..,71.72558,72.22402,72.93995,73.65878,..,73.9083,74.73258,75.2429,75.798,..,77.18519,77.60679,77.89608,78.46241,..,79.37976
IDA & IBRD total,IBT,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,75.49865,77.16962,77.62758,..,78.29436,78.90694,79.36803,79.7435,..,80.4528,81.97967,83.49548,..,..,84.14392,84.54187,85.11556,85.62002,..,85.48301,85.87846,86.25996,86.53754,..,86.72547,87.09609,87.2265,87.49015,..,88.03964
IDA blend,IDB,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,39.92975,40.73722,41.37024,42.22488,43.8901,44.13918,44.99194,45.90653,46.81234,47.88295,48.92201,50.10953,50.96614,47.39178,48.32473,49.18902,49.24055,50.2891,50.04252,57.91422,49.90662,50.8283,51.8925,52.55495,53.29882,54.30885,54.27907,55.58278,55.93089,56.83207
IDA blend,IDB,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,59.45007,60.02528,60.50752,61.06707,61.34952,64.22175,66.77473,67.46421,68.13037,68.81424,69.44673,70.19352,70.65765,68.2551,69.09318,69.6031,70.9763,72.17749,71.43774,74.94763,69.5301,70.69695,71.81833,72.07866,71.57693,73.34594,73.09557,73.50854,74.0012,74.50065
IDA only,IDX,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,34.45791,35.23178,35.80252,36.46117,36.81482,37.32475,37.86715,38.89859,39.63022,40.36888,41.31111,42.82208,43.761,44.76734,45.71659,45.98229,46.8446,47.96923,48.06971,47.31222,47.87799,49.59147,49.92379,50.73775,51.10962,51.94583,53.34564,54.25393,55.61509,57.64706
IDA only,IDX,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,54.83365,55.90794,56.41331,56.80974,56.83126,57.32639,57.66907,58.35168,58.62315,58.9804,59.54421,61.06757,61.77414,62.3344,62.65772,63.93625,64.46117,65.704,65.22229,64.33368,63.43918,65.82573,66.06525,66.43883,66.41906,66.90963,67.94385,68.55113,69.46173,71.14783
IDA total,IDA,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,37.11338,37.89325,38.48884,..,39.99704,40.40153,41.02622,41.99648,..,43.60644,44.56153,45.95723,..,..,47.30571,47.77317,48.372,49.62972,..,49.68714,49.76587,50.70668,51.45069,..,52.67403,53.61624,54.19391,55.22972,..,57.89154
IDA total,IDA,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,57.28201,58.15241,58.62788,..,59.15569,60.42953,61.49392,62.15516,..,63.00186,63.5828,64.84203,..,..,65.5276,66.54154,67.35254,68.74708,..,67.92131,66.9216,68.1468,68.87421,..,68.88225,69.94,70.21101,70.76138,..,72.78624
India,IND,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,..,..,..,..,33.72953,..,..,..,..,..,..,..,..,..,47.8421,..,..,..,..,50.82376,..,..,..,..,59.27732,..,..,..,..,..
India,IND,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,..,..,..,..,61.64192,..,..,..,..,..,..,..,..,..,73.41186,..,..,..,..,75.1919,..,..,..,..,78.87723,..,..,..,..,..
Indonesia,IDN,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,..,..,..,75.27012,..,..,..,..,..,..,..,..,..,..,..,..,..,86.79959,..,88.78698,..,89.10139,89.67712,..,90.0687,..,..,93.4509,93.33571,93.58692
Indonesia,IDN,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,..,..,..,88.02452,..,..,..,..,..,..,..,..,..,..,..,..,..,94.03508,..,95.15854,..,95.38319,95.64701,..,95.59109,..,..,96.79101,97.10652,97.17444
"Iran, Islamic Rep.",IRN,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,..,..,..,..,56.15642,..,..,..,..,66.06776,..,..,..,..,..,70.4,..,..,76.80264,77.24002,..,77.69472,..,..,..,78.41627,79.75584,79.83935,..,80.78744
"Iran, Islamic Rep.",IRN,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,..,..,..,..,74.27448,..,..,..,..,79.87161,..,..,..,..,..,83.5,..,..,88.01032,87.27219,..,88.17703,..,..,..,88.87982,89.54248,89.63542,..,90.35241
Iraq,IRQ,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,64.1695,..,..,..,..,..,..,..,..,..,..,..,69,63.4,74.6,..,76.8
Iraq,IRQ,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,84.08741,..,..,..,..,..,..,..,..,..,..,..,85.9,81.4,90,..,90
Ireland,IRL,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Ireland,IRL,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Isle of Man,IMN,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Isle of Man,IMN,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Israel,ISR,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Israel,ISR,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Italy,ITA,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,98.04215,..,..,..,..,..,..,..,..,..,98.57957,..,..,..,..,..
Italy,ITA,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,98.82369,..,..,..,..,..,..,..,..,..,99.14101,..,..,..,..,..
Jamaica,JAM,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,85.87208,..,..,..,..,..,..,..,..,..,..,..,..,..,..,92.7,..,..
Jamaica,JAM,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,74.08184,..,..,..,..,..,..,..,..,..,..,..,..,..,..,83.44,..,..
Japan,JPN,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Japan,JPN,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Jordan,JOR,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,84.71392,..,87.00581,..,88.90331,..,..,89.20774,93.93346,97.37201,..,..,..,..
Jordan,JOR,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,95.0845,..,95.17645,..,95.49455,..,..,95.76724,97.74836,98.44456,..,..,..,..
Kazakhstan,KAZ,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,..,..,96.13877,..,..,..,..,..,..,..,..,..,99.2899,..,..,..,..,..,..,..,..,..,99.68429,99.73899,..,..,..,..,..,..
Kazakhstan,KAZ,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,..,..,99.07195,..,..,..,..,..,..,..,..,..,99.7633,..,..,..,..,..,..,..,..,..,99.78625,99.82968,..,..,..,..,..,..
Kenya,KEN,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,77.89298,..,..,..,..,..,..,66.86312,..,..,..,..,..,..,74.00632,..,..
Kenya,KEN,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,87.49466,..,..,..,..,..,..,78.07915,..,..,..,..,..,..,83.77803,..,..
Kiribati,KIR,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Kiribati,KIR,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Korea, Dem. People’s Rep.",PRK,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,99.99761,..,..,..,..,..,..,..,..
"Korea, Dem. People’s Rep.",PRK,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,99.99888,..,..,..,..,..,..,..,..
"Korea, Rep.",KOR,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,97.61866,..,..,..,..,..,..,..,..
"Korea, Rep.",KOR,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,98.31552,..,..,..,..,..,..,..,..
Kosovo,XKX,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Kosovo,XKX,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Kuwait,KWT,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,..,..,..,..,..,..,..,..,74.14872,..,..,..,..,..,..,..,..,..,91.0425,90.82863,91.50349,91.77865,..,92.68094,..,94.96525,94.30116,..,94.47005,..
Kuwait,KWT,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,..,..,..,..,..,..,..,..,81.12095,..,..,..,..,..,..,..,..,..,94.44604,94.52522,94.79458,95.01588,..,95.54531,..,95.83972,96.35419,..,96.39225,..
Kyrgyz Republic,KGZ,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,98.13063,..,..,..,..,..,..,..,..,..,98.98121,..,..,..,..,..,..,..
Kyrgyz Republic,KGZ,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,99.30671,..,..,..,..,..,..,..,..,..,99.51879,..,..,..,..,..,..,..
Lao PDR,LAO,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,..,..,..,..,..,..,..,..,47.90236,..,..,..,..,58.4607,60.90252,..,..,..,63.22699,..,..,..,..,..,49.72308,..,..,..,79.39104,..
Lao PDR,LAO,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,..,..,..,..,..,..,..,..,73.48625,..,..,..,..,81.36018,77.00606,..,..,..,82.45175,..,..,..,..,..,67.35858,..,..,..,89.96128,..
Late-demographic dividend,LTE,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,69.99791,74.77829,75.54524,75.55836,76.87788,77.52734,78.16223,78.77094,79.38622,79.96627,86.85353,87.34442,87.76794,88.01776,88.57068,89.00375,89.51638,89.86854,90.31098,90.61954,92.01504,92.31872,92.73826,92.82218,93.46854,93.69628,93.76911,94.01697,94.19752,94.4573
Late-demographic dividend,LTE,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,86.00948,88.42855,88.75838,88.45374,89.42059,89.75209,90.08066,90.38501,90.71202,90.99431,93.82674,94.0199,94.20823,94.3518,94.61016,94.8133,95.08524,95.22989,95.4383,95.58032,96.15864,96.28702,96.42895,96.40999,96.77205,96.90188,96.95961,97.0465,97.15839,97.29325
Latin America & Caribbean,LCN,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,81.64443,82.23478,82.7775,83.2648,83.81996,84.48305,85.14519,85.69999,86.31167,86.69251,86.99028,87.53584,87.88589,88.20384,88.22774,88.40527,89.20849,89.21811,89.73844,89.62125,90.33982,90.58627,90.95129,91.0865,91.64397,91.96498,92.03548,92.50641,92.66041,93.11921
Latin America & Caribbean,LCN,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,84.81236,85.17522,85.49192,85.67779,86.23395,86.811,87.40007,87.96925,88.55445,88.82405,89.09917,89.50546,89.74377,89.91271,90.08355,90.12892,90.84777,90.80825,91.24443,91.411,91.83344,92.05264,92.43689,92.23753,92.86584,92.98916,93.01266,93.41485,93.6318,94.09821
Latin America & Caribbean (excluding high income),LAC,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,80.95065,81.57252,82.11156,82.62301,83.20808,83.90655,84.60384,85.18726,85.83126,86.22988,86.53662,87.10994,87.47862,87.81142,87.8295,88.0115,88.86253,88.8661,89.41066,89.27634,89.95344,90.23677,90.63186,90.80125,91.39002,91.71813,91.8149,92.29994,92.45993,92.93013
Latin America & Caribbean (excluding high income),LAC,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,84.31705,84.69649,84.98798,85.18017,85.76284,86.37259,86.98964,87.58722,88.20194,88.48223,88.76211,89.18705,89.44427,89.61917,89.79246,89.83808,90.59916,90.55066,91.00599,91.16777,91.53911,91.79347,92.19062,92.01306,92.67277,92.79197,92.84107,93.25433,93.47082,93.94954
Latin America & the Caribbean (IDA & IBRD countries),TLA,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,80.99637,81.61309,82.18129,82.69304,83.27729,83.97355,84.66874,85.252,85.89371,86.29367,86.6078,87.17827,87.54541,87.8782,87.90539,88.09089,88.923,88.93424,89.47379,89.35533,90.09913,90.35531,90.73539,90.87829,91.45222,91.78366,91.85848,92.34439,92.51075,92.98426
Latin America & the Caribbean (IDA & IBRD countries),TLA,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,84.28929,84.66831,85.00028,85.1972,85.7816,86.38733,87.00546,87.60272,88.21619,88.50033,88.79077,89.21669,89.46798,89.64625,89.8258,89.87461,90.61966,90.58002,91.03273,91.20666,91.64422,91.87179,92.27465,92.07173,92.71807,92.84414,92.86989,93.28421,93.50834,93.98929
Latvia,LVA,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,..,..,99.1888,..,..,..,..,..,..,..,..,..,..,99.70973,..,..,..,..,..,..,..,..,..,..,99.90792,..,..,..,..,..
Latvia,LVA,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,..,..,99.75433,..,..,..,..,..,..,..,..,..,..,99.79334,..,..,..,..,..,..,..,..,..,..,99.8811,..,..,..,..,..
Least developed countries: UN classification,LDC,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,32.18968,32.94696,33.54576,34.21531,34.55225,35.05858,35.59947,36.67245,37.5554,38.27609,39.21587,40.75781,41.72376,42.57557,43.5664,43.68189,44.62826,45.79671,45.8438,44.93523,45.30956,47.09449,47.76855,48.44529,48.8047,49.74791,51.27193,52.13674,53.63771,55.84854
Least developed countries: UN classification,LDC,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,53.47752,54.56563,55.11194,55.5042,55.48474,55.99541,56.33919,57.05505,57.62067,57.96343,58.52841,60.10794,60.87227,61.04359,61.32603,62.56774,63.19865,64.52763,63.94649,62.91124,61.68977,64.23782,64.8138,65.13094,65.07484,65.63036,66.7532,67.45034,68.44806,70.27743
Lebanon,LBN,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,85.96778,..,88.08706,..,..,..,..,..,..,..
Lebanon,LBN,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,93.37894,..,94.27195,..,..,..,..,..,..,..
Lending category not classified,LNX,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Lending category not classified,LNX,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Lesotho,LSO,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,92.04645,..,..,..,..,..,..,..,..,84.96396,..,..,..,..,84.93489,..,..
Lesotho,LSO,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,79.99578,..,..,..,..,..,..,..,..,65.52196,..,..,..,..,67.74747,..,..
Liberia,LBR,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,27.03491,..,..,..,..,..,..,..,..,..
Liberia,LBR,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,60.77481,..,..,..,..,..,..,..,..,..
Libya,LBY,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,..,..,..,..,..,..,..,63.7,..,..,..,..,..,..,..,..,..,77.8,..,..,..,..,..,..,..,..,..,..,..,..
Libya,LBY,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,..,..,..,..,..,..,..,87.72,..,..,..,..,..,..,..,..,..,93.85,..,..,..,..,..,..,..,..,..,..,..,..
Liechtenstein,LIE,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Liechtenstein,LIE,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Lithuania,LTU,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,..,..,97.78159,..,..,..,..,..,..,..,..,..,..,..,99.64794,..,..,..,..,..,..,..,..,..,99.83324,..,..,..,..,..
Lithuania,LTU,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,..,..,99.20681,..,..,..,..,..,..,..,..,..,..,..,99.64315,..,..,..,..,..,..,..,..,..,99.79419,..,..,..,..,..
Low & middle income,LMY,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,57.07117,59.59748,60.31908,60.78356,61.70474,62.36724,62.98873,63.67134,64.34522,65.03999,68.61931,70.10246,70.64314,70.89888,71.45519,71.95981,72.68437,73.28316,73.15302,73.928,74.30539,74.91593,75.44508,76.3895,76.86344,77.40663,77.70111,78.37231,78.66841,79.32453
Low & middle income,LMY,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,75.24547,76.91176,77.32976,77.46397,77.97428,78.61621,79.10293,79.50238,79.86683,80.23691,81.78077,83.31349,83.60168,83.73423,83.96866,84.37143,84.95118,85.36943,85.36217,85.39605,85.52165,86.04746,86.28911,86.4049,86.51357,87.00079,87.17634,87.48658,87.61552,88.04626
Low income,LIC,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,..,35.71122,36.14306,36.61698,36.82828,36.92049,37.18894,37.73058,37.96706,38.4829,39.35041,40.04955,40.70977,41.51592,42.39584,41.97821,42.65801,43.96865,43.525,41.61243,43.24519,43.71384,44.21605,44.91234,47.30541,47.87731,48.9158,49.42094,50.23161,51.30202
Low income,LIC,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,..,56.63088,57.02039,57.40299,57.48532,57.70362,57.91082,58.30433,58.45644,58.68207,59.29005,59.91957,60.40499,60.31249,60.88219,62.63059,62.89712,64.73586,63.62565,61.84207,62.84302,63.18724,63.76781,63.92684,65.3852,65.76845,66.63993,66.96621,67.25322,67.60969
Lower middle income,LMC,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,42.28932,42.47496,43.25513,43.99302,44.74572,45.58063,46.29091,47.19625,48.06308,48.97168,49.79031,52.92286,53.75487,53.93597,54.6587,55.66411,56.58591,57.45948,56.77741,58.7445,58.06467,59.32443,60.16818,62.29361,62.85655,63.71516,64.3552,65.41398,66.31743,67.22427
Lower middle income,LMC,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,63.39116,64.46398,65.00718,65.50702,65.66573,66.84495,67.65829,68.25794,68.80535,69.38755,69.91842,73.478,73.96241,74.07653,74.36595,75.01555,75.95513,76.55886,76.49227,76.76544,76.41724,77.58528,78.16582,78.50488,78.49256,79.28424,79.66257,80.1486,80.79646,81.32177
Luxembourg,LUX,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Luxembourg,LUX,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Macao SAR, China",MAC,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,87.77497,..,..,..,..,90.72359,..,..,..,..,93.73191,..,..,..,..,95.03257
"Macao SAR, China",MAC,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,95.27621,..,..,..,..,96.46999,..,..,..,..,97.75129,..,..,..,..,98.18592
Madagascar,MDG,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,65.27857,..,..,..,..,54.7543,..,..,..,61.64141,..,..,68.2833,..,..,..,..
Madagascar,MDG,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,76.53832,..,..,..,..,63.34707,..,..,..,67.41731,..,..,75.02887,..,..,..,..
Malawi,MWI,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,33.52302,..,..,..,..,..,..,..,..,..,..,53.99712,..,..,..,..,..,..,..,..,..,..,..,51.25197,..,..,..,55.13099,55.20411,..
Malawi,MWI,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,65.2795,..,..,..,..,..,..,..,..,..,..,74.92641,..,..,..,..,..,..,..,..,..,..,..,72.09765,..,..,..,75.97926,69.75397,..
Malaysia,MYS,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,..,..,..,..,77.28309,..,..,..,..,..,..,..,..,85.35422,..,..,..,..,..,..,..,..,..,90.74768,..,..,..,..,..,93.36942
Malaysia,MYS,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,..,..,..,..,88.56299,..,..,..,..,..,..,..,..,91.96924,..,..,..,..,..,..,..,..,..,95.43375,..,..,..,..,..,96.297
Maldives,MDV,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,..,..,..,96.14601,..,..,..,..,96.44298,..,..,..,..,..,..,..,..,..,..,98.42985,..,..,..,..,..,..,..,98.69167,..,98.11471
Maldives,MDV,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,..,..,..,95.89713,..,..,..,..,96.21227,..,..,..,..,..,..,..,..,..,..,98.36569,..,..,..,..,..,..,..,98.52034,..,97.29893
Mali,MLI,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,11.89343,..,..,..,..,15.9,..,..,18.19091,..,..,..,20.28793,18.90469,..,..,..,22.19581,..
Mali,MLI,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,26.73297,..,..,..,..,32.7,..,..,34.85789,..,..,..,43.40063,43.52047,..,..,..,45.06592,..
Malta,MLT,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,..,..,..,..,..,..,..,..,89.24264,..,..,..,..,..,..,..,..,..,93.50425,..,..,..,..,..,94.79004,..,..,..,..,..
Malta,MLT,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,..,..,..,..,..,..,..,..,86.43028,..,..,..,..,..,..,..,..,..,91.18658,..,..,..,..,..,91.79265,..,..,..,..,..
Marshall Islands,MHL,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,98.20298,..,..,..,..,..
